index,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
3282,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3.4
3283,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.17
3284,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,1.25
3285,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.45
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,,2.59
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,,2.45
3294,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,,1.8
3296,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,4.9
3297,Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,,2.25
3298,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,8.89
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,7.56 Lakh,5.65
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7
3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.95
3303,Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.3
3305,Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8 kmpl,1493 CC,100 bhp,5,,2.3
3307,Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,,3.1
3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,6.75
3313,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,8.87
3315,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,4.5
3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.75
3320,Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.21
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,,1.6
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,,6.25
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,6.25
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.1
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.7
3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,,2.4
3332,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.49
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,4
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,7.83 Lakh,3.85
3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,3
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,6.7
3338,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,6.14
3339,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,5,,4.4
3340,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.25
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,,4.45
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,2.4
3347,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,,6.93
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,4.25
3350,Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.9
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.5
3352,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5,,5.8
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6 Lakh,3.5
3359,Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4
3364,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.75
3366,Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.15
3367,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.4
3368,Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8 kmpl,1248 CC,75 bhp,5,,2.15
3369,Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.75
3370,Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,,2.15
3371,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,4.75
3375,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.35
3378,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,4.27
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,,4.25
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.12 Lakh,8.61
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,11.2 Lakh,9.25
3385,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,7.53
3387,Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.15
3388,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,5.84
3391,Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.55
3392,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,8.9
3393,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4 kmpl,1896 CC,90 bhp,5,,2.5
3396,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3 kmpl,1341 CC,61 bhp,5,,1.8
3397,Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.25
3399,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.35
3402,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.99
3403,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,,9.15
3409,Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,,3.65
3411,Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.11
3412,Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,,4.57
3413,Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.32
3414,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.2
3415,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.63
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3
3418,Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57 kmpl,1396 CC,70 bhp,5,,1.2
3419,Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.15
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.05
3422,Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,2.3
3423,Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.95
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,4.75
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.47 Lakh,10.15
3426,Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,,2.65
3427,Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.8
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71 kmpl,1197 CC,78.9 bhp,5,6.51 Lakh,3.75
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,5,,4.11
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.16 kmpl,1196 CC,86.8 bhp,5,,4.25
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,,0.9
3437,Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,,1.85
3438,Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.25
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.34
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5,,4.25
3442,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,6.45
3445,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,0.99
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,6.1
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.32 Lakh,8.25
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,4.65
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 Lakh,4.4
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.99
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.27
3456,Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7.25
3457,Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0 kmpl,1405 CC,70 bhp,5,,1.6
3459,Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,4.95
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,8.99
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,6.16
3464,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.5
3465,Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,7.52 Lakh,4.5
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.75
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,,6.6
3468,Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.98
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.55
3473,Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5,,1.8
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,6.25
3475,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.95 kmpl,2489 CC,93.7 bhp,7,,6.8
3476,Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,3
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.45 Lakh,5.5
3481,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.65
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,,3.25
3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,1.55
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.72
3491,Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.8
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.3
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.7
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71.01 bhp,5,,4.95
3498,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.25
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,6
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,,4.1
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.01
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.7 kmpl,1172 CC,67 bhp,5,,2.6
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.35
3508,Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,2.9
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,9.18
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,,5.53
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,,3.75
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,,5.25
3524,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.13 Lakh,5.1
3525,Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5,,5.55
3529,Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.91
3530,Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,2.19
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,6.89
3532,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,,3.47
3534,Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.85
3537,Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,8.79 Lakh,6.3
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,4.75
3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5,14.72 Lakh,5.8
3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,,4.65
3547,Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.44 kmpl,1198 CC,67 bhp,7,,3.25
3549,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,,4.45
3550,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,16.84 Lakh,12
3551,Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5,,0.8
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,8.28 Lakh,5.95
3558,Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.47
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.1
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,7.99
3565,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.75
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,4.19
3568,Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,5,,2.11
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,7.88 Lakh,6.25
3573,Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,4.45
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,,1.75
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.1
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,9.04 Lakh,5.74
3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,3.3
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.97 Lakh,8.9
3588,Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,1.8
3591,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.99
3592,Honda Amaze E i-Vtech,Kochi,2015,51361,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.94
3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Petrol,Manual,Third,16.6 kmpl,1388 CC,68 bhp,5,,1.5
3596,Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,6.5
3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.71
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,,5
3599,Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,1.99
3600,Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.95
3603,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.9 Lakh,3.5
3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.75
3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,2.7
3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,,9.9
3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,3.96
3616,Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.25
3617,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.58
3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.99
3623,Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.75
3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5,,4.1
3626,Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,3.56
3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,9.5
